species,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Streptomyces griseocarneus,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Bacteria;none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces griseocarneus
Eremococcus coleocola,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Eremococcus;Eremococcus coleocola
Sphingomonas azotifigens,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas azotifigens
Staphylococcus devriesei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus devriesei
Thiothrix nivea,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Bacteria;none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix nivea
Staphylococcus felis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus felis
Streptomyces fumigatiscleroticus,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Bacteria;none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces fumigatiscleroticus
Clostridium tepidum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium tepidum
Prevotella amnii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella amnii
Staphylococcus massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus massiliensis
Staphylococcus muscae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus muscae
Pseudonocardia alaniniphila,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Bacteria,none,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Bacteria;none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;Pseudonocardia alaniniphila
Staphylococcus rostri,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus rostri
Porphyromonas pogonae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas pogonae
Porphyromonas cangingivalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas cangingivalis
Sphingomonas oryziterrae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Bacteria;none;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas oryziterrae
Prauserella soli,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Prauserella,Bacteria;none;Actinobacteria;Actinomycetia;Pseudonocardiales;Pseudonocardiaceae;Prauserella;Prauserella soli
Caballeronia grimmiae,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia;Caballeronia grimmiae
Caballeronia novacaledonica,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Caballeronia;Caballeronia novacaledonica
Bacteroides helcogenes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides helcogenes
Desulfoluna butyratoxydans,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfoluna;Desulfoluna butyratoxydans
Pseudoalteromonas donghaensis,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;Pseudoalteromonas donghaensis
Clostridium disporicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium disporicum
Desulfacinum infernum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfacinum,Bacteria;none;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum;Desulfacinum infernum
Desulfovirga adipica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga,Bacteria;none;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfovirga;Desulfovirga adipica
Campylobacter troglodytis,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Bacteria;none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter troglodytis
Kribbella sandramycini,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Kribbellaceae,Kribbella,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella sandramycini
Eggerthella timonensis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Bacteria;none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Eggerthella;Eggerthella timonensis
Streptomyces lasii,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Bacteria;none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lasii
Sulfuricurvum kujiense,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Bacteria;none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Thiovulaceae;Sulfuricurvum;Sulfuricurvum kujiense
Sulfuricaulis limicola,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis,Bacteria;none;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfuricaulis;Sulfuricaulis limicola
Jahnella thaxteri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Jahnella,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella;Jahnella thaxteri
Cryptobacterium curtum,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Bacteria,none,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Bacteria;none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Cryptobacterium;Cryptobacterium curtum
Anaerobiospirillum succiniciproducens,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Bacteria;none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Anaerobiospirillum;Anaerobiospirillum succiniciproducens
Ruminobacter amylophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Ruminobacter,Bacteria;none;Proteobacteria;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae;Ruminobacter;Ruminobacter amylophilus
Kribbella yunnanensis,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Kribbellaceae,Kribbella,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella yunnanensis
Neiella holothuriorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_Incertae_sedis,Neiella,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadales_Incertae_sedis;Neiella;Neiella holothuriorum
Brevinema andersonii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Bacteria,none,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Brevinema,Bacteria;none;Spirochaetes;Spirochaetia;Brevinematales;Brevinemataceae;Brevinema;Brevinema andersonii
Pseudidiomarina indica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Pseudidiomarina,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;Pseudidiomarina indica
Smithella propionica,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Syntrophales,Smithellaceae,Smithella,Bacteria;none;Proteobacteria;Deltaproteobacteria;Syntrophales;Smithellaceae;Smithella;Smithella propionica
Corallococcus silvisoli,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Corallococcus,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus silvisoli
Bacteroides gallinarum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides gallinarum
Thermovibrio ammonificans,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,Bacteria;none;Aquificae;Aquificae;Desulfurobacteriales;Desulfurobacteriaceae;Thermovibrio;Thermovibrio ammonificans
Bacteroides fluxus,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus
Desulfomicrobium orale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium orale
Streptococcus loxodontisalivarius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus loxodontisalivarius
Desulfohalovibrio reitneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfohalovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfohalovibrio;Desulfohalovibrio reitneri
Actinopolymorpha alba,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Actinopolymorphaceae,Actinopolymorpha,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Actinopolymorphaceae;Actinopolymorpha;Actinopolymorpha alba
Atribacter laminatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,Bacteria,none,Atribacterota,Atribacteria,Atribacterales,Atribacteraceae,Atribacter,Bacteria;none;Atribacterota;Atribacteria;Atribacterales;Atribacteraceae;Atribacter;Atribacter laminatus
Aminobacterium colombiense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Bacteria,none,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Bacteria;none;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium;Aminobacterium colombiense
Hydrogenobaculum acidophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,Bacteria,none,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,Bacteria;none;Aquificae;Aquificae;Aquificales;Aquificaceae;Hydrogenobaculum;Hydrogenobaculum acidophilum
Enterococcus hermanniensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus hermanniensis
Oceanidesulfovibrio indonesiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Oceanidesulfovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Oceanidesulfovibrio;Oceanidesulfovibrio indonesiensis
Paucidesulfovibrio capillatus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Paucidesulfovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Paucidesulfovibrio;Paucidesulfovibrio capillatus
Pseudodesulfovibrio portus,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Pseudodesulfovibrio;Pseudodesulfovibrio portus
Clostridium guangxiense,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Bacteria;none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium guangxiense
Trichococcus flocculiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Bacteria,none,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,Bacteria;none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;Trichococcus flocculiformis
Spirochaeta thermophila,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Bacteria;none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta thermophila
Geomonas agri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geomonas,Bacteria;none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geomonas;Geomonas agri
Hydrogenophaga flava,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Bacteria;none;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga flava
Halobacillus salicampi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus salicampi
Okibacterium fritillariae,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Okibacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Okibacterium;Okibacterium fritillariae
Microbacterium kribbense,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium;Microbacterium kribbense
Agromyces insulae,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agromyces;Agromyces insulae
Virgibacillus massiliensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus massiliensis
